,uniqueid,salary,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
204,2015CLEcrockky01,510900,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,74
205,2015CLEfloydga01,4000000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,76
206,2015CLEgomesya01,1000000,95.0,363.0,38.0,45.0,84.0,22.0,0.0,12.0,13.0,104.0,212,74
207,2015CLEhagadni01,517100,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,77
208,2015CLEhousetj01,511900,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,73
209,2015CLEkipnija01,4166666,141.0,565.0,86.0,52.0,171.0,43.0,7.0,9.0,57.0,107.0,200,71
210,2015CLEklubeco01,1200000,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215,76
211,2015CLEmcallza01,520400,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,78
212,2015CLEmossbr01,6500000,94.0,337.0,36.0,50.0,73.0,17.0,1.0,15.0,32.0,106.0,210,73
213,2015CLEmurphda07,6000000,84.0,206.0,22.0,27.0,61.0,12.0,1.0,5.0,16.0,29.0,210,75
214,2015CLEperezro02,508600,70.0,184.0,30.0,21.0,42.0,9.0,1.0,7.0,33.0,64.0,220,71
215,2015CLEraburry01,2500000,82.0,173.0,22.0,29.0,52.0,16.0,1.0,8.0,23.0,44.0,185,72
216,2015CLEramirjo01,511300,97.0,315.0,50.0,27.0,69.0,14.0,3.0,6.0,32.0,39.0,190,69
217,2015CLErzepcma01,2400000,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,74
218,2015CLEsantaca01,6000000,154.0,550.0,72.0,85.0,127.0,29.0,2.0,19.0,108.0,122.0,215,71
219,2015CLEshawbr01,1550000,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,73
220,2015CLEswarzan01,900000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,76
221,2015CLEswishni01,15000000,30.0,101.0,6.0,8.0,20.0,4.0,0.0,2.0,8.0,24.0,195,72
222,2015CLEtomlijo01,1500000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,73
223,2015CLEwalteza01,509600,12.0,30.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,210,74
224,2015COLarenano01,512500,157.0,616.0,97.0,130.0,177.0,43.0,4.0,42.0,34.0,110.0,215,74
225,2015COLaxforjo01,2600000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,77
226,2015COLbetanra01,1000000,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,74
227,2015COLblackch02,517500,157.0,614.0,93.0,58.0,176.0,31.0,9.0,17.0,46.0,112.0,221,75
228,2015COLbrothre01,1400000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
229,2015COLbrownbr02,509500,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
230,2015COLbutleed01,509500,16.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,180,74
231,2015COLdelarjo01,12500000,26.0,48.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,18.0,215,73
232,2015COLdescada01,1500000,101.0,185.0,22.0,22.0,38.0,3.0,2.0,5.0,20.0,45.0,190,70
233,2015COLdickeco01,512500,65.0,224.0,30.0,31.0,68.0,18.0,2.0,10.0,10.0,56.0,200,73
234,2015COLfriedch01,512500,68.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,76
235,2015COLgonzaca01,16000000,153.0,554.0,87.0,97.0,150.0,25.0,2.0,40.0,46.0,133.0,220,73
236,2015COLhawkila01,2250000,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220,77
237,2015COLhundlni01,3100000,103.0,366.0,45.0,43.0,110.0,21.0,5.0,10.0,21.0,76.0,203,72
238,2015COLkendrky01,5500000,27.0,43.0,6.0,2.0,8.0,2.0,0.0,1.0,3.0,16.0,220,75
239,2015COLlemahdj01,517500,150.0,564.0,85.0,61.0,170.0,21.0,5.0,6.0,50.0,107.0,220,76
240,2015COLloganbo02,5500000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,77
241,2015COLlylesjo01,2475000,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,230,77
242,2015COLmatzety01,509500,6.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,230,75
243,2015COLmckenmi01,1087600,58.0,127.0,20.0,17.0,26.0,7.0,3.0,4.0,22.0,41.0,205,70
244,2015COLmorneju01,6750000,49.0,168.0,19.0,15.0,52.0,10.0,3.0,3.0,13.0,25.0,220,76
245,2015COLottavad01,1300000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,77
246,2015COLrosarwi01,2800000,87.0,231.0,22.0,29.0,62.0,14.0,1.0,6.0,8.0,56.0,225,71
247,2015COLstubbdr01,5825000,51.0,102.0,14.0,10.0,22.0,3.0,2.0,5.0,9.0,50.0,205,76
248,2015COLtulowtr01,20000000,87.0,323.0,46.0,53.0,97.0,19.0,0.0,12.0,24.0,72.0,205,75
249,2015DETalbural01,1725000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,72
250,2015DETavilaal01,5400000,67.0,178.0,21.0,13.0,34.0,5.0,0.0,4.0,40.0,66.0,228,71
251,2015DETcabremi01,22000000,119.0,429.0,64.0,76.0,145.0,28.0,1.0,18.0,77.0,82.0,267,76
252,2015DETcasteni01,525000,154.0,549.0,42.0,73.0,140.0,33.0,6.0,15.0,39.0,152.0,203,76
253,2015DETcespeyo01,10500000,102.0,403.0,62.0,61.0,118.0,28.0,2.0,18.0,19.0,87.0,225,71
254,2015DETchambjo03,1000000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,75
255,2015DETdavisra01,5000000,112.0,341.0,55.0,30.0,88.0,16.0,11.0,8.0,22.0,76.0,195,70
256,2015DETgorzeto01,1000000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,75
257,2015DETgosean01,515000,140.0,485.0,73.0,26.0,123.0,24.0,8.0,5.0,45.0,145.0,200,72
258,2015DETgreensh02,515000,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,200,76
259,2015DETiglesjo01,1443750,120.0,416.0,44.0,23.0,125.0,17.0,3.0,2.0,25.0,44.0,195,71
260,2015DETkinslia01,16000000,154.0,624.0,94.0,73.0,185.0,35.0,7.0,11.0,43.0,80.0,200,72
261,2015DETkrolia01,515000,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
262,2015DETmartijd02,3000000,158.0,596.0,93.0,102.0,168.0,33.0,2.0,38.0,53.0,178.0,230,75
263,2015DETmartivi01,14000000,120.0,440.0,39.0,64.0,108.0,20.0,0.0,11.0,31.0,52.0,235,74
264,2015DETmccanja02,507500,114.0,401.0,32.0,41.0,106.0,18.0,5.0,7.0,16.0,90.0,220,75
265,2015DETnathajo01,10000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,76
266,2015DETperezhe01,508500,22.0,33.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,213,73
267,2015DETpriceda01,19750000,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215,77
268,2015DETrominan01,520000,109.0,184.0,25.0,15.0,47.0,5.0,0.0,2.0,11.0,46.0,190,73
269,2015DETrondobr01,510000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,75
270,2015DETsanchan01,16800000,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,205,72
271,2015DETsimonal01,5550000,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,265,78
272,2015DETsoriajo01,7000000,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
273,2015DETverlaju01,28000000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,77
274,2015HOUaltuvjo01,2500000,154.0,638.0,86.0,66.0,200.0,40.0,4.0,15.0,33.0,67.0,166,66
275,2015HOUcarmofa01,2650000,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,270,76
276,2015HOUcartech02,4175000,129.0,391.0,50.0,64.0,78.0,17.0,0.0,24.0,57.0,151.0,245,76
277,2015HOUcastrja01,4000000,104.0,337.0,38.0,31.0,71.0,19.0,0.0,11.0,33.0,115.0,215,75
278,2015HOUcongeha01,1075000,73.0,201.0,25.0,33.0,46.0,11.0,0.0,11.0,23.0,63.0,220,74
279,2015HOUdedunsa01,525100,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,75
280,2015HOUfeldmsc01,10000000,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,225,78
281,2015HOUfieldjo03,516700,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,72
282,2015HOUgattiev01,526500,153.0,566.0,66.0,88.0,139.0,20.0,11.0,27.0,30.0,119.0,270,76
283,2015HOUgonzama01,1062500,120.0,344.0,44.0,34.0,96.0,18.0,1.0,12.0,16.0,74.0,205,73
284,2015HOUgregelu01,6000000,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
285,2015HOUgrossro01,515000,24.0,49.0,7.0,5.0,7.0,2.0,0.0,1.0,5.0,17.0,209,72
286,2015HOUharriwi02,513900,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236,76
287,2015HOUkeuchda01,524500,33.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,205,74
288,2015HOUlowrije01,8000000,69.0,230.0,35.0,30.0,51.0,14.0,0.0,9.0,28.0,43.0,180,72
289,2015HOUmarisja01,511200,133.0,339.0,46.0,36.0,80.0,15.0,4.0,9.0,18.0,105.0,220,76
290,2015HOUmchugco01,516300,32.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,191,74
291,2015HOUneshepa01,5500000,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,75
292,2015HOUoberhbr01,515800,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225,73
293,2015HOUpeacobr01,515800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,73
294,2015HOUpreslal01,1000000,8.0,12.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,195,70
295,2015HOUquallch01,3000000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,76
296,2015HOUrasmuco01,8000000,137.0,432.0,67.0,61.0,103.0,23.0,2.0,25.0,47.0,154.0,195,74
297,2015HOUsingljo02,2000000,19.0,47.0,6.0,6.0,9.0,2.0,0.0,1.0,10.0,17.0,230,74
298,2015HOUsippto01,2400000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,72
299,2015HOUspringe01,512900,102.0,388.0,59.0,41.0,107.0,19.0,2.0,16.0,50.0,109.0,221,75
300,2015HOUthatcjo01,1000000,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,74
301,2015HOUvalbulu01,4200000,132.0,434.0,62.0,56.0,97.0,18.0,0.0,25.0,50.0,106.0,215,70
302,2015KCAcainlo01,2725000,140.0,551.0,101.0,72.0,169.0,34.0,6.0,16.0,37.0,98.0,214,74
303,2015KCAcolemlo01,725000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,76
304,2015KCAcolonch01,509525,43.0,107.0,8.0,6.0,31.0,5.0,0.0,0.0,11.0,17.0,215,70
305,2015KCAdaviswa01,7000000,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,77
306,2015KCAduffyda01,2425000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
307,2015KCAdysonja01,1225000,90.0,200.0,31.0,18.0,50.0,8.0,6.0,2.0,14.0,37.0,165,69
308,2015KCAescobal02,3000000,148.0,612.0,76.0,47.0,157.0,20.0,5.0,3.0,26.0,75.0,205,73
309,2015KCAfrasoja01,1250000,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,69
310,2015KCAgordoal01,12500000,104.0,354.0,40.0,48.0,96.0,18.0,0.0,13.0,49.0,92.0,220,73
311,2015KCAguthrje01,9000000,30.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205,73
312,2015KCAherreke01,1600000,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,70
313,2015KCAhochelu01,4000000,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,77
314,2015KCAhollagr01,8250000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,70
315,2015KCAhosmeer01,5650000,158.0,599.0,98.0,93.0,178.0,33.0,5.0,18.0,61.0,108.0,226,76
316,2015KCAinfanom01,7500000,124.0,440.0,39.0,44.0,97.0,23.0,7.0,2.0,9.0,69.0,195,71
317,2015KCAkratzer01,532500,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,250,76
318,2015KCAmadsory01,850000,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,78
319,2015KCAmedlekr01,2000000,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,70
320,2015KCAmoralfr01,1850000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,73
321,2015KCAmoralke01,6500000,158.0,569.0,81.0,106.0,165.0,41.0,2.0,22.0,58.0,103.0,242,73
322,2015KCAmoustmi01,2640000,147.0,549.0,73.0,82.0,156.0,34.0,1.0,22.0,43.0,76.0,225,72
323,2015KCAperezsa02,1750000,142.0,531.0,52.0,70.0,138.0,25.0,0.0,21.0,13.0,82.0,255,75
324,2015KCAriosal01,11000000,105.0,385.0,40.0,32.0,98.0,22.0,2.0,4.0,15.0,67.0,210,77
325,2015KCAvargaja01,8500000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,72
326,2015KCAventuyo01,950000,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,195,72
327,2015KCAvolqued01,7500000,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,220,72
328,2015KCAyoungch03,675000,34.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,255,82
329,2015LAAalvarjo02,509500,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,71
330,2015LAAaybarer01,8500000,156.0,597.0,74.0,44.0,161.0,30.0,1.0,3.0,25.0,73.0,195,70
331,2015LAAbuterdr01,987500,10.0,21.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,212,73
332,2015LAAcalhoko01,537500,159.0,630.0,78.0,83.0,161.0,23.0,2.0,26.0,45.0,164.0,205,70
333,2015LAAcowgico01,995000,55.0,69.0,10.0,2.0,13.0,2.0,1.0,1.0,4.0,19.0,190,69
334,2015LAAcroncj01,512500,113.0,378.0,37.0,51.0,99.0,17.0,1.0,16.0,17.0,82.0,235,76
335,2015LAAfreesda01,6425000,121.0,424.0,53.0,56.0,109.0,27.0,0.0,14.0,31.0,107.0,213,74
336,2015LAAgiavojo01,516250,129.0,453.0,51.0,49.0,123.0,25.0,5.0,4.0,32.0,59.0,185,68
337,2015LAAiannech01,5525000,92.0,272.0,28.0,34.0,51.0,10.0,0.0,10.0,41.0,83.0,230,72
338,2015LAAjoycema01,4750000,93.0,247.0,17.0,21.0,43.0,12.0,1.0,5.0,30.0,67.0,194,74
339,2015LAAmorinmi01,514000,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,76
340,2015LAAnavaref01,511000,54.0,83.0,9.0,5.0,21.0,4.0,0.0,0.0,5.0,16.0,210,72
341,2015LAAnieuwki01,525415,10.0,22.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,9.0,225,75
342,2015LAApestavi01,1150000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,72
343,2015LAApujolal01,24000000,157.0,602.0,85.0,95.0,147.0,22.0,0.0,40.0,50.0,72.0,235,75
344,2015LAAramosce01,1312000,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
345,2015LAArasmuco02,513000,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,72
346,2015LAArichaga01,3200000,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,74
347,2015LAAroberda09,511250,37.0,75.0,10.0,7.0,21.0,2.0,0.0,0.0,2.0,7.0,200,71
348,2015LAAsalasfe01,1370000,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
349,2015LAAsantihe01,2290000,33.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,215,72
350,2015LAAshoemma01,517500,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225,74
351,2015LAAsmithjo05,5250000,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,74
352,2015LAAstreehu01,7000000,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
353,2015LAAtroutmi01,6083000,159.0,575.0,104.0,90.0,172.0,32.0,6.0,41.0,92.0,158.0,235,74
354,2015LAAweaveje02,18000000,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210,79
355,2015LAAwilsocj01,18000000,21.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,210,73
356,2015LANanderbr04,10000000,31.0,47.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,32.0,230,76
357,2015LANbaezpe01,512500,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,72
358,2015LANbarneda01,2525000,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,70
359,2015LANbeachbr01,2750000,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220,74
360,2015LANcrawfca02,21357000,69.0,181.0,19.0,16.0,48.0,9.0,2.0,4.0,10.0,41.0,230,74
361,2015LANellisaj01,4250000,63.0,181.0,24.0,21.0,43.0,9.0,0.0,7.0,32.0,38.0,225,74
362,2015LANethiean01,18000000,142.0,395.0,54.0,53.0,116.0,20.0,7.0,14.0,43.0,75.0,210,74
363,2015LANgarciyi01,510000,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,74
364,2015LANgonzaad01,21857000,156.0,571.0,76.0,90.0,157.0,33.0,0.0,28.0,62.0,107.0,215,74
365,2015LANgrandya01,693000,115.0,355.0,43.0,47.0,83.0,12.0,0.0,16.0,65.0,92.0,225,74
366,2015LANgreinza01,25000000,32.0,67.0,8.0,3.0,15.0,2.0,0.0,2.0,1.0,14.0,200,74
367,2015LANguerral01,6500000,106.0,219.0,25.0,36.0,51.0,9.0,1.0,11.0,7.0,57.0,220,73
368,2015LANhatchch02,522500,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,73
369,2015LANheisech01,2160000,33.0,55.0,8.0,9.0,10.0,2.0,0.0,2.0,15.0,17.0,220,73
370,2015LANhoweljp01,4000000,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,72
371,2015LANjanseke01,7425000,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,77
372,2015LANkendrho01,9500000,117.0,464.0,64.0,54.0,137.0,22.0,2.0,9.0,27.0,82.0,225,71
373,2015LANkershcl01,32571000,34.0,71.0,2.0,2.0,9.0,2.0,0.0,0.0,2.0,23.0,225,76
374,2015LANmccarbr01,12500000,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,225,80
375,2015LANnicasju01,2300000,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,76
376,2015LANpederjo01,510000,151.0,480.0,67.0,54.0,101.0,19.0,1.0,26.0,92.0,170.0,220,73
377,2015LANperaljo01,2500000,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210,70
378,2015LANpuigya01,6214000,79.0,282.0,30.0,38.0,72.0,12.0,3.0,11.0,26.0,66.0,240,74
379,2015LANrodrist02,522500,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,75
380,2015LANrolliji01,11000000,144.0,517.0,71.0,41.0,116.0,24.0,3.0,13.0,44.0,86.0,175,67
381,2015LANturneju01,2500000,126.0,385.0,55.0,60.0,113.0,26.0,1.0,16.0,36.0,71.0,202,71
382,2015LANuribeju01,6500000,29.0,81.0,6.0,6.0,20.0,2.0,0.0,1.0,5.0,9.0,245,72
383,2015LANvanslsc01,522500,96.0,222.0,19.0,30.0,53.0,14.0,0.0,6.0,23.0,62.0,215,76
384,2015LANwielajo01,590000,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205,74
385,2015MIAalvarhe01,4000000,4.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,205,72
386,2015MIAbakerje03,2100000,41.0,72.0,11.0,8.0,15.0,3.0,0.0,3.0,8.0,25.0,220,74
387,2015MIAcishest01,6650000,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,78
388,2015MIAcosarja01,540000,15.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,206,75
389,2015MIAdunnmi01,2350000,72.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212,72
390,2015MIAdysonsa01,507500,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,73
391,2015MIAfernajo02,651000,11.0,18.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,4.0,240,75
392,2015MIAgordode01,2500000,145.0,615.0,88.0,46.0,205.0,24.0,8.0,4.0,25.0,91.0,166,71
393,2015MIAhandbr01,520000,38.0,17.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,224,75
394,2015MIAharenda01,10000000,22.0,32.0,3.0,4.0,5.0,1.0,0.0,0.0,2.0,12.0,215,77
395,2015MIAhechaad01,1925000,130.0,470.0,54.0,48.0,132.0,17.0,6.0,5.0,23.0,78.0,195,72
396,2015MIAkellydo01,1250000,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,76
397,2015MIAkoehlto01,555000,32.0,50.0,2.0,1.0,6.0,1.0,0.0,0.0,2.0,28.0,235,74
398,2015MIAlatosma01,9400000,16.0,18.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,245,78
399,2015MIAmathije01,1500000,32.0,93.0,9.0,12.0,15.0,4.0,1.0,2.0,7.0,24.0,205,72
400,2015MIAmorribr01,531500,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,75
401,2015MIAozunama01,545000,123.0,459.0,47.0,44.0,119.0,27.0,0.0,10.0,30.0,110.0,225,73
402,2015MIAphelpda01,1400000,23.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,198,74
403,2015MIApradoma01,11000000,129.0,500.0,52.0,63.0,144.0,22.0,2.0,9.0,37.0,68.0,215,72
404,2015MIAramosaj01,530000,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,70
405,2015MIAsolando01,531500,55.0,90.0,6.0,7.0,17.0,3.0,1.0,0.0,1.0,18.0,210,68
406,2015MIAstantmi03,6500000,74.0,279.0,47.0,67.0,74.0,12.0,1.0,27.0,34.0,95.0,245,78
407,2015MIAsuzukic01,2000000,153.0,398.0,45.0,21.0,91.0,5.0,6.0,1.0,31.0,51.0,175,71
