,uniqueid,salary,games,bats,runs,rbi,hits,doubles,triples,homeruns,walks,strike_outs,weight,height
408,2015MIAyelicch01,570000,126.0,476.0,63.0,44.0,143.0,30.0,2.0,7.0,47.0,101.0,195,75
409,2015MILblazemi01,508500,45.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,205,72
410,2015MILbraunry02,13000000,140.0,506.0,87.0,84.0,144.0,27.0,3.0,25.0,54.0,115.0,205,74
411,2015MILbroxtjo01,9000000,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,76
412,2015MILcenteju01,507500,10.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,195,69
413,2015MILcottsne01,3000000,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
414,2015MILdaviskh01,519500,121.0,392.0,54.0,66.0,97.0,16.0,2.0,27.0,44.0,122.0,205,71
415,2015MILfiersmi01,512500,21.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,211,74
416,2015MILgarzama01,12500000,26.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,220,76
417,2015MILgennesc01,516500,114.0,375.0,42.0,29.0,99.0,18.0,4.0,6.0,12.0,68.0,185,70
418,2015MILgomezca01,8000000,74.0,286.0,42.0,43.0,75.0,20.0,1.0,8.0,23.0,70.0,220,75
419,2015MILgomezhe01,507500,66.0,127.0,15.0,7.0,23.0,11.0,2.0,1.0,3.0,40.0,195,75
420,2015MILjeffrje01,510500,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
421,2015MILjimenlu02,508500,15.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,205,73
422,2015MILkintzbr01,1075000,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,70
423,2015MILlindad01,7500000,149.0,502.0,72.0,87.0,139.0,32.0,0.0,20.0,66.0,100.0,195,74
424,2015MILlohseky01,11000000,41.0,39.0,3.0,1.0,9.0,1.0,0.0,0.0,0.0,10.0,215,74
425,2015MILlucrojo01,3000000,103.0,371.0,51.0,43.0,98.0,20.0,3.0,7.0,36.0,64.0,200,72
426,2015MILmaldoma01,825000,79.0,229.0,19.0,22.0,48.0,7.0,0.0,4.0,23.0,65.0,230,72
427,2015MILnelsoji02,511500,30.0,55.0,1.0,2.0,6.0,1.0,0.0,0.0,1.0,34.0,250,78
428,2015MILparrage01,6237500,100.0,323.0,53.0,31.0,106.0,24.0,5.0,9.0,20.0,57.0,210,71
429,2015MILperalwi01,525500,20.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,15.0,255,73
430,2015MILramirar01,14000000,81.0,279.0,25.0,42.0,69.0,18.0,0.0,11.0,16.0,42.0,205,73
431,2015MILrodrifr03,3500000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,72
432,2015MILrogerja02,507500,86.0,152.0,22.0,16.0,45.0,6.0,2.0,4.0,15.0,34.0,230,73
433,2015MILschaflo01,510500,69.0,122.0,17.0,6.0,27.0,6.0,1.0,1.0,12.0,29.0,200,73
434,2015MILsegurje01,534000,142.0,560.0,57.0,50.0,144.0,16.0,5.0,6.0,13.0,93.0,220,70
435,2015MILsmithwi04,512500,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,77
436,2015MILthornty01,510500,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190,71
437,2015MILwootero01,509500,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,73
438,2015MINarciaos01,532500,19.0,58.0,6.0,8.0,16.0,0.0,0.0,2.0,4.0,15.0,225,72
439,2015MINboyerbl01,750000,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,75
440,2015MINdoziebr01,2000000,157.0,628.0,101.0,77.0,148.0,39.0,4.0,28.0,61.0,148.0,200,71
441,2015MINduensbr01,2700000,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,72
442,2015MINescobed01,532500,127.0,409.0,48.0,58.0,107.0,31.0,4.0,12.0,28.0,86.0,193,70
443,2015MINfienca01,1375000,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,74
444,2015MINgibsoky01,537500,32.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,215,78
445,2015MINherrmch01,510000,45.0,103.0,13.0,10.0,15.0,5.0,1.0,2.0,7.0,37.0,200,72
446,2015MINhugheph01,9200000,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,77
447,2015MINhunteto01,10500000,139.0,521.0,67.0,81.0,125.0,22.0,0.0,22.0,35.0,105.0,220,74
448,2015MINmauerjo01,23000000,158.0,592.0,69.0,66.0,157.0,34.0,2.0,10.0,67.0,112.0,225,77
449,2015MINmilonto01,2775000,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,72
450,2015MINnolasri01,12000000,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,235,74
451,2015MINnunezed02,1025000,72.0,188.0,23.0,20.0,53.0,14.0,1.0,4.0,12.0,29.0,195,72
452,2015MINpelfrmi01,5500000,30.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,240,79
453,2015MINperkigl01,4650000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
454,2015MINplouftr01,4800000,152.0,573.0,74.0,86.0,140.0,35.0,4.0,22.0,50.0,124.0,215,74
455,2015MINrobinsh01,550000,83.0,180.0,28.0,16.0,45.0,7.0,3.0,0.0,12.0,29.0,170,69
456,2015MINsantada01,530000,91.0,261.0,30.0,21.0,56.0,10.0,5.0,0.0,6.0,68.0,195,71
457,2015MINsantaer01,13500000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,74
458,2015MINschafjo02,1550000,27.0,69.0,9.0,5.0,15.0,3.0,0.0,0.0,3.0,23.0,205,73
459,2015MINstaufti01,2200000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,73
460,2015MINsuzukku01,6000000,131.0,433.0,36.0,50.0,104.0,17.0,0.0,5.0,29.0,59.0,210,71
461,2015MINthompaa01,520000,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
462,2015MINvargake01,517500,58.0,175.0,18.0,17.0,42.0,4.0,0.0,5.0,9.0,54.0,290,77
463,2015NYAbeltrca01,15000000,133.0,478.0,57.0,67.0,132.0,34.0,1.0,19.0,45.0,85.0,215,73
464,2015NYAbetande01,507500,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,80
465,2015NYAcapuach01,5000000,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,74
466,2015NYAdrewst01,5000000,131.0,383.0,43.0,44.0,77.0,16.0,1.0,17.0,37.0,71.0,220,72
467,2015NYAellsbja01,21142857,111.0,452.0,66.0,33.0,116.0,15.0,2.0,7.0,35.0,86.0,195,73
468,2015NYAeovalna01,3300000,27.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,217,74
469,2015NYAgardnbr01,12500000,151.0,571.0,94.0,66.0,148.0,26.0,3.0,16.0,68.0,135.0,195,71
470,2015NYAgregodi01,553900,155.0,525.0,57.0,56.0,139.0,24.0,2.0,9.0,33.0,85.0,205,75
471,2015NYAheadlch01,13000000,156.0,580.0,74.0,62.0,150.0,29.0,1.0,11.0,51.0,135.0,215,74
472,2015NYAjonesga02,5000000,57.0,144.0,12.0,17.0,31.0,4.0,1.0,5.0,8.0,37.0,235,77
473,2015NYAmartich02,511025,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,80
474,2015NYAmccanbr01,17000000,135.0,465.0,68.0,94.0,108.0,15.0,1.0,26.0,52.0,97.0,225,75
475,2015NYAmillean01,9000000,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,79
476,2015NYAmurphjr01,518700,67.0,155.0,21.0,14.0,43.0,9.0,1.0,3.0,12.0,43.0,200,71
477,2015NYAnovaiv01,3300000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,77
478,2015NYApetitgr01,510000,20.0,42.0,7.0,5.0,7.0,3.0,0.0,0.0,3.0,16.0,200,70
479,2015NYApinedmi01,2100000,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280,79
480,2015NYApireljo01,510000,37.0,74.0,7.0,5.0,17.0,3.0,0.0,1.0,2.0,16.0,220,72
481,2015NYArodrial01,22000000,151.0,523.0,83.0,86.0,131.0,22.0,1.0,33.0,84.0,145.0,230,75
482,2015NYArogeres01,1480000,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,75
483,2015NYArominau01,554100,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,73
484,2015NYAryanbr01,2000000,47.0,96.0,10.0,8.0,22.0,6.0,2.0,0.0,5.0,29.0,190,73
485,2015NYAsabatcc01,23000000,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,300,78
486,2015NYAshrevch01,510275,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,76
487,2015NYAtanakma01,22000000,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,218,75
488,2015NYAteixema01,23125000,111.0,392.0,57.0,79.0,100.0,22.0,0.0,31.0,59.0,85.0,225,75
489,2015NYAwarread01,572600,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,224,73
490,2015NYAwilsoju10,556000,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,74
491,2015NYAyoungch04,2500000,140.0,318.0,53.0,42.0,80.0,20.0,1.0,14.0,30.0,73.0,200,74
492,2015NYNcampber01,511065,71.0,173.0,28.0,19.0,34.0,8.0,0.0,3.0,26.0,37.0,215,75
493,2015NYNcarlybu01,725000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,75
494,2015NYNcolonba01,11000000,33.0,58.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,24.0,285,71
495,2015NYNcuddymi01,8500000,117.0,379.0,44.0,41.0,98.0,18.0,1.0,10.0,24.0,88.0,220,74
496,2015NYNdarnatr01,525424,67.0,239.0,31.0,41.0,64.0,14.0,1.0,12.0,23.0,49.0,210,74
497,2015NYNdegroja01,556875,31.0,59.0,3.0,4.0,11.0,1.0,0.0,0.0,3.0,16.0,180,76
498,2015NYNdudalu01,4200000,135.0,471.0,67.0,73.0,115.0,33.0,0.0,27.0,66.0,138.0,255,76
499,2015NYNfamilje01,523925,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,75
500,2015NYNflorewi01,513543,137.0,483.0,55.0,59.0,127.0,22.0,0.0,16.0,19.0,63.0,213,74
501,2015NYNgeedi01,5300000,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,205,73
502,2015NYNgoedder01,509125,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,75
503,2015NYNgrandcu01,16000000,157.0,580.0,98.0,70.0,150.0,33.0,2.0,26.0,91.0,151.0,200,73
504,2015NYNharvema01,614125,29.0,65.0,1.0,7.0,7.0,2.0,0.0,1.0,0.0,31.0,220,76
505,2015NYNlagarju01,528696,143.0,441.0,47.0,41.0,114.0,16.0,5.0,6.0,16.0,87.0,219,74
506,2015NYNmaybejo02,1450000,59.0,110.0,8.0,9.0,18.0,6.0,1.0,3.0,9.0,33.0,235,78
507,2015NYNmejiaje01,2595000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,72
508,2015NYNmontera01,511000,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190,72
509,2015NYNmurphda08,8000000,130.0,499.0,56.0,73.0,140.0,38.0,2.0,14.0,31.0,38.0,223,73
510,2015NYNniesejo01,7000000,33.0,52.0,5.0,4.0,9.0,1.0,0.0,0.0,5.0,18.0,215,75
511,2015NYNparnebo01,3700000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
512,2015NYNreckean01,517880,32.0,80.0,6.0,5.0,10.0,1.0,0.0,2.0,11.0,35.0,240,74
513,2015NYNtejadru01,1880000,116.0,360.0,36.0,28.0,94.0,23.0,0.0,3.0,38.0,70.0,200,71
514,2015NYNtorreal01,522900,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,70
515,2015NYNtorreca01,582125,59.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,180,73
516,2015NYNwrighda03,20000000,38.0,152.0,24.0,17.0,44.0,7.0,0.0,5.0,22.0,36.0,205,72
517,2015OAKabadfe01,1087500,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,74
518,2015OAKalvarrj01,507500,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,73
519,2015OAKbutlebi03,6666000,151.0,538.0,63.0,65.0,135.0,28.0,1.0,15.0,52.0,101.0,260,72
520,2015OAKchaveje01,2150000,30.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,175,73
521,2015OAKclippty01,8300001,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,75
522,2015OAKcookry01,1400000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,73
523,2015OAKcrispco01,11000000,44.0,126.0,11.0,6.0,22.0,6.0,0.0,0.0,13.0,25.0,185,70
524,2015OAKdavisik02,3800000,74.0,214.0,19.0,20.0,49.0,17.0,0.0,3.0,23.0,44.0,220,76
525,2015OAKdoolise01,780000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,74
526,2015OAKfuldsa01,1750000,120.0,290.0,34.0,22.0,57.0,16.0,3.0,2.0,30.0,55.0,180,69
527,2015OAKgentrcr01,1600000,26.0,50.0,6.0,3.0,6.0,0.0,2.0,0.0,4.0,15.0,190,74
528,2015OAKgraveke01,507500,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
529,2015OAKgrayso01,512500,31.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,195,70
530,2015OAKhahnje01,507500,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,205,77
531,2015OAKkazmisc01,13000000,18.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,185,72
532,2015OAKlawribr01,1925000,149.0,562.0,64.0,60.0,146.0,29.0,3.0,16.0,28.0,144.0,210,72
533,2015OAKoflaher01,5500000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,74
534,2015OAKoteroda01,512500,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,75
535,2015OAKphegljo01,510000,73.0,225.0,27.0,34.0,56.0,16.0,1.0,9.0,14.0,51.0,225,70
536,2015OAKpomerdr01,517500,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,77
537,2015OAKreddijo01,4100000,149.0,526.0,67.0,77.0,143.0,25.0,4.0,20.0,49.0,65.0,197,74
538,2015OAKrodrife02,635000,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,75
539,2015OAKscribev01,512500,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,75
540,2015OAKsemiema01,510000,155.0,556.0,65.0,45.0,143.0,23.0,7.0,15.0,42.0,132.0,195,72
541,2015OAKsogarer01,1075000,120.0,372.0,40.0,37.0,92.0,12.0,3.0,1.0,23.0,50.0,180,70
542,2015OAKvalenda01,1675000,47.0,183.0,33.0,37.0,52.0,10.0,1.0,11.0,20.0,40.0,210,74
543,2015OAKvogtst01,512500,136.0,445.0,58.0,71.0,116.0,21.0,3.0,18.0,56.0,97.0,216,72
544,2015OAKzobribe01,7500000,67.0,235.0,39.0,33.0,63.0,20.0,2.0,6.0,33.0,26.0,210,75
545,2015PHIascheco01,517500,129.0,425.0,41.0,39.0,104.0,22.0,3.0,12.0,26.0,111.0,205,73
546,2015PHIbillich01,1500000,7.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,240,73
547,2015PHIblancan01,850000,106.0,233.0,32.0,25.0,68.0,22.0,3.0,7.0,21.0,44.0,192,70
548,2015PHIbrowndo01,2600000,63.0,189.0,19.0,25.0,43.0,6.0,1.0,5.0,14.0,36.0,225,77
549,2015PHIbuchada01,512500,15.0,20.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,8.0,200,75
550,2015PHIdefraju01,528000,61.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,225,76
551,2015PHIdiekmja01,535500,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,76
552,2015PHIfrancje02,950000,119.0,326.0,34.0,45.0,84.0,16.0,1.0,13.0,13.0,77.0,225,76
553,2015PHIgalvifr01,513500,151.0,559.0,63.0,50.0,147.0,14.0,5.0,7.0,30.0,103.0,190,70
554,2015PHIgarcilu03,509000,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,74
555,2015PHIgileske01,519000,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,75
556,2015PHIgomezje01,800000,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,75
557,2015PHIhamelco01,23500000,20.0,39.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,15.0,205,76
558,2015PHIharanaa01,5000000,29.0,48.0,4.0,0.0,8.0,1.0,0.0,0.0,1.0,18.0,260,79
559,2015PHIhernace02,510000,127.0,405.0,57.0,35.0,110.0,20.0,4.0,1.0,40.0,86.0,195,70
560,2015PHIhowarry01,25000000,129.0,467.0,53.0,77.0,107.0,29.0,1.0,23.0,27.0,138.0,250,76
561,2015PHIjimence01,575000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,72
562,2015PHImcgowdu01,650000,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,235,75
563,2015PHIpapeljo01,13000000,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,77
564,2015PHIreverbe01,4100000,96.0,366.0,49.0,26.0,109.0,13.0,6.0,1.0,19.0,36.0,175,69
565,2015PHIrufda01,515000,106.0,268.0,30.0,39.0,63.0,12.0,0.0,12.0,21.0,69.0,232,74
566,2015PHIruizca01,8500000,86.0,284.0,23.0,22.0,60.0,13.0,1.0,2.0,28.0,43.0,215,70
567,2015PHIruppca01,508000,81.0,270.0,24.0,28.0,63.0,9.0,1.0,9.0,24.0,71.0,260,74
568,2015PHIsizemgr01,2000000,39.0,98.0,4.0,6.0,24.0,5.0,0.0,0.0,6.0,23.0,205,74
569,2015PHIutleych01,15000000,73.0,249.0,23.0,30.0,54.0,12.0,1.0,5.0,22.0,35.0,195,73
571,2015PITalvarpe01,5750000,150.0,437.0,60.0,77.0,106.0,18.0,0.0,27.0,48.0,131.0,250,75
572,2015PITbastaan01,3100000,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,202,71
573,2015PITburneaj01,8500000,26.0,42.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,20.0,230,76
574,2015PITcaminar01,515500,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,76
575,2015PITcervefr01,987500,130.0,451.0,56.0,43.0,133.0,17.0,5.0,7.0,46.0,94.0,220,72
576,2015PITcolege01,531000,33.0,60.0,5.0,2.0,9.0,0.0,0.0,0.0,2.0,28.0,220,76
577,2015PITdeckeja01,510000,23.0,28.0,8.0,1.0,6.0,1.0,1.0,0.0,7.0,9.0,190,69
578,2015PITfloripe01,521000,24.0,23.0,5.0,1.0,2.0,0.0,1.0,0.0,2.0,12.0,185,74
579,2015PITharrijo05,3050000,114.0,418.0,57.0,28.0,120.0,29.0,1.0,4.0,19.0,71.0,190,68
580,2015PIThartco01,2500000,35.0,54.0,3.0,9.0,12.0,1.0,0.0,2.0,1.0,19.0,240,78
581,2015PIThugheja02,1075000,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,79
582,2015PITkangju01,2500000,126.0,421.0,60.0,58.0,121.0,24.0,2.0,15.0,28.0,99.0,210,72
583,2015PITlamboan01,515500,20.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,220,75
584,2015PITliriafr01,11666666,31.0,65.0,4.0,7.0,11.0,2.0,0.0,1.0,0.0,28.0,220,75
585,2015PITlizra01,1000000,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,74
586,2015PITlockeje01,531000,30.0,45.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,18.0,200,72
587,2015PITmartest01,1333333,153.0,579.0,84.0,81.0,166.0,30.0,2.0,19.0,27.0,123.0,195,73
588,2015PITmccutan01,10000000,157.0,566.0,91.0,96.0,165.0,36.0,3.0,23.0,98.0,133.0,195,71
589,2015PITmelanma01,5400000,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,73
590,2015PITmercejo03,538000,116.0,394.0,34.0,34.0,96.0,21.0,0.0,3.0,27.0,73.0,210,75
591,2015PITmortoch02,8000000,23.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,215,77
592,2015PITpolangr01,525000,153.0,593.0,83.0,52.0,152.0,35.0,6.0,9.0,55.0,121.0,240,77
593,2015PITrodrise01,1900000,139.0,224.0,25.0,17.0,55.0,12.0,1.0,4.0,5.0,63.0,199,72
594,2015PITsanchto01,518000,3.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,220,71
595,2015PITstewach01,1225000,58.0,159.0,9.0,15.0,46.0,8.0,0.0,0.0,6.0,29.0,215,76
596,2015PITtabatjo01,4000000,27.0,38.0,2.0,4.0,11.0,0.0,0.0,0.0,2.0,7.0,210,71
597,2015PITwalkene01,8000000,151.0,543.0,69.0,71.0,146.0,32.0,3.0,16.0,44.0,110.0,214,74
598,2015PITwatsoto01,1750000,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,75
599,2015PITworleva01,2450000,24.0,17.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,240,74
600,2015SDNalonsyo01,1650000,103.0,354.0,50.0,31.0,100.0,18.0,1.0,5.0,42.0,48.0,230,73
601,2015SDNamarial01,1150000,118.0,324.0,28.0,30.0,66.0,10.0,4.0,3.0,24.0,55.0,160,66
602,2015SDNbarmecl01,1300000,98.0,207.0,24.0,16.0,48.0,14.0,1.0,3.0,10.0,55.0,200,73
603,2015SDNbenoijo01,8000000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,76
604,2015SDNcashnan01,4050000,38.0,60.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,24.0,235,78
605,2015SDNdespaod01,517300,34.0,30.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,200,72
606,2015SDNgarcefr01,508500,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,71
607,2015SDNgyorkje01,2000000,128.0,421.0,34.0,57.0,104.0,15.0,0.0,16.0,27.0,107.0,205,70
608,2015SDNkellesh01,2835000,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,74
609,2015SDNkempma01,21250000,154.0,596.0,80.0,100.0,158.0,31.0,3.0,23.0,39.0,147.0,225,76
610,2015SDNkenneia01,9850000,30.0,42.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,23.0,210,72
611,2015SDNkimbrcr01,9000000,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215,71
